,2330.TW,TWD,TAIEX,SOX,TAIBOR,DIJA
2009/1/5,46.02,33.00,4698.31,223.29,1.02,8952.89
2009/1/6,45.37,33.10,4727.26,234.56,1.02,9015.10
2009/1/7,44.33,33.03,4789.84,223.12,1.02,8769.70
2009/1/8,41.34,33.10,4535.79,222.54,0.62,8742.46
2009/1/9,40.80,33.20,4502.74,215.28,0.62,8599.18
2009/1/10,40.80,33.25,4467.53,209.09,0.62,8473.97
2009/1/12,41.44,33.25,4453.90,209.09,0.62,8473.97
2009/1/13,43.58,33.23,4532.36,210.79,0.62,8448.56
2009/1/14,42.79,33.20,4521.47,202.01,0.62,8200.14
2009/1/15,40.80,33.37,4320.77,207.07,0.62,8212.49
2009/1/16,41.49,33.35,4353.70,214.42,0.62,8281.22
2009/1/17,41.24,33.52,4366.10,199.07,0.62,7949.09
2009/1/19,40.80,33.52,4366.76,199.07,0.62,7949.09
2009/1/20,39.40,33.73,4242.61,199.07,0.62,7949.09
2009/1/21,40.00,33.58,4247.97,205.18,0.62,8228.10
2009/2/2,41.59,33.71,4259.98,210.52,0.62,7936.83
2009/2/3,42.64,33.72,4372.81,210.83,0.62,8078.36
2009/2/4,42.69,33.66,4389.97,212.75,0.61,7956.66
2009/2/5,42.19,33.63,4363.25,221.31,0.61,8063.07
2009/2/6,44.48,33.60,4471.25,229.18,0.61,8280.59
2009/2/9,45.27,33.71,4494.59,227.81,0.61,8270.87
2009/2/10,44.63,33.95,4526.10,217.33,0.61,7888.88
2009/2/11,45.82,33.97,4575.95,215.11,0.61,7939.53
2009/2/12,45.12,34.02,4466.42,217.90,0.61,7932.76
2009/2/13,45.72,34.03,4592.50,220.55,0.61,7850.41
2009/2/16,45.62,34.27,4591.26,205.87,0.61,7552.60
2009/2/17,43.58,34.58,4491.78,205.87,0.61,7552.60
2009/2/18,44.38,34.62,4498.37,206.86,0.61,7555.63
2009/2/19,45.17,34.58,4528.87,196.09,0.57,7465.95
2009/2/20,43.68,34.80,4436.94,197.28,0.57,7365.67
2009/2/23,44.78,34.61,4477.78,189.11,0.57,7114.78
2009/2/24,43.78,34.65,4430.18,199.10,0.57,7350.94
2009/2/25,44.48,34.78,4493.74,205.07,0.57,7270.89
2009/2/26,44.78,34.84,4518.56,201.47,0.57,7182.08
2009/2/27,44.73,34.98,4557.15,199.00,0.57,7062.93
2009/3/2,44.53,35.21,4425.83,188.97,0.57,6763.29
2009/3/3,44.38,35.08,4435.34,191.49,0.57,6726.02
2009/3/4,45.77,35.06,4541.42,200.27,0.57,6875.84
2009/3/5,46.37,34.93,4637.20,197.25,0.57,6594.44
2009/3/6,48.26,34.66,4653.63,195.01,0.57,6626.94
2009/3/9,48.01,34.81,4628.24,190.47,0.57,6547.05
2009/3/10,46.92,34.59,4671.02,205.84,0.57,6926.49
2009/3/11,48.46,34.50,4759.96,210.02,0.53,6930.40
2009/3/12,48.01,34.40,4754.65,217.37,0.53,7170.06
2009/3/13,49.25,34.49,4897.39,220.11,0.53,7223.98
2009/3/16,49.75,34.40,4971.32,212.16,0.53,7216.97
2009/3/17,49.75,34.12,5041.39,220.91,0.56,7395.70
2009/3/18,50.15,34.16,5047.54,228.52,0.53,7486.58
2009/3/19,48.96,33.90,5035.93,226.61,0.53,7400.80
2009/3/20,47.46,33.80,4961.62,218.71,0.52,7278.38
2009/3/23,50.05,33.73,5124.18,234.45,0.52,7775.86
2009/3/24,52.14,33.83,5242.18,228.40,0.52,7659.97
2009/3/25,51.94,33.80,5346.38,231.49,0.52,7749.81
2009/3/26,51.44,33.72,5386.56,245.17,0.52,7924.56
2009/3/27,51.64,33.91,5390.70,240.07,0.52,7776.18
2009/3/30,51.74,34.08,5206.05,229.45,0.52,7522.02
2009/3/31,51.14,33.90,5210.84,230.91,0.52,7608.92
2009/4/1,50.45,33.72,5314.45,233.87,0.53,7761.60
2009/4/2,52.14,33.13,5473.78,243.88,0.52,7978.08
2009/4/3,52.34,33.30,5529.63,251.04,0.53,8017.59
2009/4/6,52.14,33.21,5556.22,245.38,0.52,7975.85
2009/4/7,51.84,33.60,5576.85,235.90,0.53,7789.56
2009/4/8,49.95,33.88,5443.56,242.71,0.53,7837.11
2009/4/9,52.14,33.74,5667.80,254.41,0.52,8083.38
2009/4/10,52.74,33.78,5781.96,250.60,0.52,8057.81
2009/4/13,52.44,33.68,5857.64,250.60,0.52,8057.81
2009/4/14,52.24,33.61,5892.68,250.00,0.52,7920.18
2009/4/15,51.74,33.78,5875.19,246.23,0.52,8029.62
2009/4/16,51.04,33.80,5997.17,254.50,0.52,8125.43
2009/4/17,50.15,33.81,5755.38,254.81,0.52,8131.33
2009/4/20,51.64,33.82,5781.66,240.19,0.52,7841.73
2009/4/21,51.34,33.85,5881.41,240.66,0.52,7969.56
2009/4/22,50.45,33.85,5886.11,251.08,0.53,7886.57
2009/4/23,51.04,33.81,5875.24,249.36,0.53,7957.06
2009/4/24,50.25,33.69,5880.77,253.65,0.53,8076.29
2009/4/27,50.25,33.72,5705.05,250.80,0.53,8025.00
2009/4/28,50.75,33.79,5596.73,246.67,0.53,8016.95
2009/4/29,51.34,33.64,5614.06,251.55,0.53,8185.73
2009/4/30,54.93,33.06,5992.57,258.54,0.52,8168.12
2009/5/4,58.71,32.99,6330.40,272.31,0.52,8426.74
2009/5/5,57.71,33.02,6379.94,268.70,0.52,8410.65
2009/5/6,57.21,33.14,6566.70,270.61,0.52,8512.28
2009/5/7,56.22,33.11,6572.87,254.55,0.52,8409.85
2009/5/8,56.02,33.01,6583.87,249.65,0.52,8574.65
2009/5/11,55.92,32.87,6647.50,248.86,0.52,8418.77
2009/5/12,55.12,32.83,6432.55,242.53,0.52,8469.11
2009/5/13,56.12,32.88,6485.14,236.80,0.52,8284.89
2009/5/14,54.23,32.88,6364.17,244.38,0.52,8331.32
2009/5/15,54.53,32.92,6489.09,242.28,0.52,8268.64
2009/5/18,55.72,32.98,6577.81,251.28,0.53,8504.08
2009/5/19,56.72,32.85,6655.59,256.33,0.52,8474.85
2009/5/20,55.92,32.72,6703.62,256.99,0.52,8422.04
2009/5/21,56.32,32.59,6718.81,250.40,0.52,8292.13
2009/5/22,55.92,32.55,6737.29,250.46,0.52,8277.32
2009/5/25,55.42,32.54,6734.46,259.82,0.52,8473.49
2009/5/26,56.32,32.63,6683.11,259.82,0.52,8473.49
2009/5/27,60.10,32.62,6890.44,263.94,0.52,8300.02
2009/6/1,58.71,32.21,6954.10,285.71,0.52,8721.44
2009/6/2,59.60,32.38,6949.08,276.29,0.53,8740.87
2009/6/3,59.50,32.49,6893.14,270.18,0.53,8675.28
2009/6/4,57.61,32.58,6786.06,275.99,0.53,8750.24
2009/6/5,57.11,32.64,6767.10,270.74,0.55,8763.13
2009/6/6,57.41,32.90,6856.74,270.59,0.53,8764.49
2009/6/8,56.32,32.90,6628.02,270.59,0.53,8764.49
2009/6/9,55.82,32.72,6414.39,282.64,0.53,8763.06
2009/6/10,57.91,32.75,6462.27,283.20,0.52,8739.02
2009/6/11,58.01,32.71,6567.37,279.74,0.53,8770.92
2009/6/12,55.72,32.78,6448.23,274.79,0.53,8799.26
2009/6/15,53.03,32.94,6225.56,270.50,0.53,8612.13
2009/6/16,53.33,32.87,6220.81,263.71,0.52,8504.67
2009/6/17,51.74,32.86,6195.91,266.16,0.52,8497.18
2009/6/18,52.44,32.89,6144.53,261.27,0.52,8555.60
2009/6/19,52.04,32.88,6231.15,264.47,0.52,8539.73
2009/6/22,52.74,32.89,6341.21,254.60,0.55,8339.01
2009/6/23,51.04,32.84,6197.47,253.66,0.55,8322.91
2009/6/24,52.64,32.86,6380.08,258.08,0.55,8299.86
2009/6/25,53.43,32.90,6457.61,263.26,0.55,8472.40
2009/6/26,54.13,32.95,6463.56,263.05,0.55,8438.39
2009/6/29,53.13,32.90,6391.15,262.92,0.55,8529.38
2009/6/30,54.43,32.84,6432.16,263.15,0.56,8447.00
2009/7/1,54.73,32.69,6578.97,267.02,0.56,8504.06
2009/7/2,54.83,32.90,6667.53,263.81,0.56,8280.74
2009/7/3,54.73,32.87,6665.40,260.24,0.56,8324.87
2009/7/6,54.13,32.98,6649.91,260.24,0.16,8324.87
2009/7/7,55.12,32.96,6715.22,252.73,0.16,8163.60
2009/7/8,54.13,33.05,6668.14,250.94,0.16,8178.41
2009/7/9,55.02,32.95,6748.18,257.95,0.16,8183.17
2009/7/10,55.82,33.04,6769.86,259.04,0.16,8146.52
2009/7/13,54.73,33.13,6530.82,265.29,0.16,8331.68
2009/7/14,55.52,33.10,6639.41,269.61,0.16,8359.49
2009/7/15,53.60,32.86,6738.60,281.56,0.16,8616.21
2009/7/16,54.10,32.87,6780.30,287.00,0.16,8711.82
2009/7/17,54.00,32.83,6850.99,290.49,0.16,8743.94
2009/7/20,54.80,32.75,6938.86,294.13,0.16,8848.15
2009/7/21,55.50,32.77,6953.34,293.97,0.16,8915.94
2009/7/22,55.30,32.83,6985.32,301.77,0.16,8881.26
2009/7/23,56.50,32.74,6980.88,304.72,0.16,9069.29
2009/7/24,57.20,32.81,6973.28,300.88,0.16,9093.24
2009/7/27,57.60,32.85,7028.43,302.64,0.16,9108.51
2009/7/28,57.90,32.74,7142.63,303.25,0.16,9096.72
2009/7/29,56.50,32.86,7083.63,300.65,0.16,9070.72
2009/7/30,56.00,32.80,7027.11,301.05,0.16,9154.46
2009/7/31,58.90,32.80,7077.71,301.74,0.16,9171.61
2009/8/3,58.30,32.67,7056.71,307.02,0.16,9286.56
2009/8/4,57.60,32.65,6955.87,307.22,0.16,9320.19
2009/8/5,56.90,32.68,6848.24,303.86,0.16,9280.97
2009/8/6,56.80,32.73,6868.65,299.84,0.16,9256.26
2009/8/10,57.80,32.78,6882.87,294.95,0.16,9337.95
2009/8/11,57.10,32.91,6909.02,290.74,0.17,9241.45
2009/8/12,57.50,32.83,6898.90,295.88,0.17,9361.61
2009/8/13,58.60,32.87,7034.96,302.36,0.17,9398.19
2009/8/14,58.90,32.92,7069.51,294.65,0.17,9321.40
2009/8/17,57.80,32.98,6931.80,285.92,0.17,9135.34
2009/8/18,57.60,32.94,6789.77,291.67,0.17,9217.94
2009/8/19,57.40,32.95,6788.58,293.42,0.17,9279.16
2009/8/20,57.70,32.93,6733.23,296.41,0.18,9350.05
2009/8/21,56.80,32.84,6654.80,301.30,0.18,9505.96
2009/8/24,58.40,32.86,6838.25,298.95,0.18,9509.28
2009/8/25,58.70,32.90,6809.41,300.53,0.18,9539.29
2009/8/26,59.00,32.98,6719.21,302.99,0.17,9543.52
2009/8/27,58.80,32.89,6690.75,303.76,0.17,9580.63
2009/8/28,59.50,32.88,6809.86,311.18,0.17,9544.20
2009/8/31,59.20,32.90,6825.95,306.18,0.17,9496.28
2009/9/1,61.00,32.86,7019.75,298.64,0.17,9310.60
2009/9/2,59.60,32.85,7039.77,297.40,0.17,9280.67
2009/9/3,59.80,32.83,7104.65,301.65,0.17,9344.61
2009/9/4,60.00,32.84,7153.13,309.74,0.17,9441.27
2009/9/7,62.00,32.85,7224.59,316.72,0.17,9497.34
2009/9/8,62.70,32.65,7313.99,316.72,0.17,9497.34
2009/9/9,62.00,32.68,7250.72,320.13,0.17,9547.22
2009/9/10,63.50,32.64,7332.08,325.82,0.17,9627.48
2009/9/11,62.40,32.63,7337.14,321.24,0.17,9605.41
2009/9/14,61.50,32.61,7256.95,322.70,0.17,9626.80
2009/9/15,62.50,32.57,7346.26,325.48,0.17,9683.41
2009/9/16,62.70,32.39,7440.24,326.84,0.17,9791.71
2009/9/17,62.50,32.41,7477.30,321.33,0.17,9783.92
2009/9/18,62.70,32.40,7526.55,326.48,0.17,9820.20
2009/9/21,62.30,32.39,7502.46,326.40,0.17,9778.86
2009/9/22,62.50,32.32,7469.03,329.33,0.17,9829.87
2009/9/23,62.30,32.34,7376.76,331.05,0.17,9748.55
2009/9/24,60.80,32.39,7324.22,323.04,0.17,9707.44
2009/9/25,61.10,32.39,7345.22,321.05,0.17,9665.19
2009/9/28,60.70,32.40,7284.61,327.67,0.17,9789.36
2009/9/29,63.70,32.46,7429.98,323.00,0.17,9742.20
2009/9/30,64.50,31.98,7509.17,325.75,0.17,9712.28
2009/10/1,65.00,32.14,7545.29,309.97,0.17,9509.28
2009/10/2,62.70,32.28,7411.88,306.59,0.17,9487.67
2009/10/5,62.00,32.11,7437.98,313.09,0.17,9599.75
2009/10/6,62.40,32.07,7536.05,319.58,0.17,9731.25
2009/10/7,62.10,32.05,7608.66,317.64,0.17,9725.58
2009/10/8,60.90,32.08,7503.31,316.06,0.17,9786.87
2009/10/9,61.10,32.29,7571.96,326.44,0.17,9864.94
2009/10/12,61.20,32.20,7599.88,331.01,0.17,9885.80
2009/10/13,61.80,32.29,7596.60,330.00,0.17,9871.06
2009/10/14,63.50,32.22,7695.75,334.51,0.17,10015.86
2009/10/15,63.80,32.25,7710.40,329.78,0.17,10062.94
2009/10/16,61.90,32.30,7715.10,322.83,0.17,9995.91
2009/10/19,61.40,32.31,7751.32,327.61,0.17,10092.19
2009/10/20,62.00,32.27,7753.52,326.87,0.17,10041.48
2009/10/21,61.60,32.35,7701.50,322.67,0.17,9949.36
2009/10/22,61.80,32.45,7607.93,326.84,0.17,10081.31
2009/10/23,61.50,32.39,7649.28,316.41,0.17,9972.18
2009/10/26,61.50,32.47,7668.40,317.44,0.17,9867.96
2009/10/27,61.30,32.43,7657.34,309.44,0.17,9882.17
2009/10/28,60.50,32.54,7533.95,300.78,0.17,9762.69
2009/10/29,60.30,32.44,7355.69,307.26,0.17,9962.58
2009/10/30,60.00,32.63,7340.08,296.61,0.17,9712.73
2009/11/2,59.80,32.56,7335.18,297.37,0.17,9789.44
2009/11/3,59.20,32.53,7322.93,293.48,0.17,9771.91
2009/11/4,59.60,32.45,7467.04,295.31,0.17,9802.14
2009/11/5,59.70,32.47,7417.46,302.96,0.17,10005.96
2009/11/6,60.00,32.51,7463.05,301.76,0.17,10023.42
2009/11/9,60.00,32.30,7536.70,311.26,0.17,10226.94
2009/11/10,60.50,32.36,7593.49,311.52,0.17,10246.97
2009/11/11,62.20,32.37,7668.06,315.76,0.17,10291.26
2009/11/12,62.20,32.35,7670.93,314.00,0.17,10197.47
2009/11/13,61.80,32.18,7665.63,317.50,0.17,10270.47
2009/11/16,62.40,32.03,7792.68,323.83,0.17,10406.96
2009/11/17,62.60,32.13,7733.21,324.30,0.17,10437.42
2009/11/18,62.90,32.12,7766.69,321.53,0.17,10426.31
2009/11/19,62.90,32.37,7759.98,310.50,0.17,10332.44
2009/11/20,61.70,32.38,7682.97,307.97,0.17,10318.16
2009/11/23,62.00,32.21,7687.15,311.52,0.17,10450.95
2009/11/24,62.40,32.20,7714.56,312.50,0.17,10433.71
2009/11/25,62.70,32.19,7756.31,315.09,0.17,10464.40
2009/11/26,62.00,32.26,7739.16,309.82,0.17,10309.92
2009/11/27,60.00,32.31,7490.91,309.82,0.17,10309.92
2009/11/30,61.10,32.22,7582.21,310.05,0.17,10344.84
2009/12/1,60.70,32.12,7649.23,319.54,0.17,10471.58
2009/12/2,60.80,32.13,7677.62,324.69,0.17,10452.68
2009/12/3,61.50,32.10,7684.67,328.44,0.17,10366.15
2009/12/4,61.50,32.18,7650.91,335.21,0.17,10388.90
2009/12/7,62.50,32.30,7775.64,336.72,0.17,10390.11
2009/12/8,62.40,32.22,7768.71,336.96,0.17,10285.97
2009/12/9,62.40,32.25,7797.42,339.09,0.17,10337.05
2009/12/10,61.30,32.29,7677.91,338.61,0.17,10405.83
2009/12/11,62.60,32.17,7795.07,335.24,0.17,10471.50
2009/12/14,62.70,32.29,7819.13,340.28,0.17,10501.05
2009/12/15,62.70,32.31,7807.62,338.97,0.17,10452.00
2009/12/16,61.80,32.31,7751.60,344.86,0.17,10441.12
2009/12/17,62.20,32.37,7742.17,339.82,0.17,10308.26
2009/12/18,61.90,32.38,7753.63,344.83,0.17,10328.89
2009/12/21,62.20,32.34,7787.27,352.65,0.17,10414.14
2009/12/22,62.90,32.35,7856.00,354.72,0.17,10464.93
2009/12/23,63.40,32.33,7901.50,355.37,0.17,10466.44
2009/12/24,63.60,32.29,7963.54,361.06,0.17,10520.10
2009/12/25,63.40,32.24,7972.59,357.64,0.17,10547.08
2009/12/28,63.70,32.28,8057.49,357.64,0.17,10547.08
2009/12/29,63.30,32.32,8053.83,356.18,0.17,10545.41
2009/12/30,63.90,32.22,8112.28,361.39,0.17,10548.51
2009/12/31,64.50,31.97,8188.11,359.91,0.17,10428.05
2010/1/4,64.90,31.70,8207.85,366.08,0.16,10583.96
2010/1/5,64.50,31.92,8211.40,366.42,0.16,10572.02
2010/1/6,64.90,31.81,8327.62,366.34,0.16,10573.68
2010/1/7,64.20,31.91,8237.42,362.30,0.16,10606.86
2010/1/8,64.00,31.82,8280.90,367.68,0.16,10618.19
2010/1/11,64.50,31.75,8323.82,366.62,0.16,10663.99
2010/1/12,63.60,31.80,8309.37,353.45,0.16,10627.26
2010/1/13,62.80,31.75,8196.56,359.09,0.16,10680.77
2010/1/14,63.20,31.77,8289.98,356.96,0.16,10710.55
2010/1/15,63.50,31.79,8356.89,344.67,0.16,10609.65
2010/1/18,62.90,31.76,8337.82,350.84,0.16,10725.43
2010/1/19,62.50,31.83,8249.00,350.84,0.16,10725.43
2010/1/20,63.00,31.92,8220.93,349.80,0.16,10603.15
2010/1/21,62.60,31.92,8127.87,347.91,0.16,10389.88
2010/1/22,61.10,31.98,7927.31,329.49,0.16,10172.98
2010/1/25,60.40,31.93,7872.99,334.18,0.16,10196.86
2010/1/26,60.10,32.02,7598.81,333.52,0.16,10194.29
2010/1/27,59.60,32.04,7560.03,337.45,0.16,10236.16
2010/1/28,60.00,31.97,7694.58,327.25,0.16,10120.46
2010/1/29,61.50,31.95,7640.44,316.07,0.16,10067.33
2010/2/1,59.80,32.02,7524.67,325.72,0.16,10185.53
2010/2/2,59.00,32.05,7429.61,328.70,0.16,10296.85
2010/2/3,59.80,32.01,7547.98,327.75,0.16,10270.55
2010/2/4,59.10,32.09,7542.04,312.53,0.16,10002.18
2010/2/5,57.20,32.10,7217.83,320.01,0.16,10012.23
2010/2/6,58.00,32.09,7212.87,318.86,0.16,9908.39
2010/2/8,57.40,32.09,7215.88,318.86,0.16,9908.39
2010/2/9,58.60,32.04,7361.04,323.41,0.16,10058.64
2010/2/10,58.40,32.09,7441.84,323.40,0.16,10038.38
2010/2/22,59.00,32.04,7560.04,342.55,0.16,10383.38
2010/2/23,59.80,32.06,7597.44,332.87,0.16,10282.41
2010/2/24,58.50,32.07,7529.67,339.27,0.16,10374.16
2010/2/25,58.20,32.07,7426.96,338.39,0.16,10321.03
2010/2/26,58.80,32.12,7436.10,338.86,0.16,10325.26
2010/3/1,59.60,32.05,7577.75,349.48,0.16,10403.79
2010/3/2,59.90,32.00,7597.62,349.39,0.16,10405.98
2010/3/3,60.00,31.96,7629.52,346.37,0.16,10396.76
2010/3/4,59.20,31.95,7569.80,346.55,0.16,10444.14
2010/3/5,60.40,31.86,7666.26,351.53,0.16,10566.20
2010/3/8,61.20,31.85,7762.27,351.21,0.16,10552.52
2010/3/9,61.30,31.80,7770.59,350.47,0.16,10564.38
2010/3/10,61.40,31.76,7779.08,358.04,0.16,10567.33
2010/3/11,61.40,31.69,7749.66,357.16,0.17,10611.84
2010/3/12,60.80,31.73,7748.33,355.37,0.17,10624.69
2010/3/15,59.80,31.82,7634.92,350.43,0.17,10642.15
2010/3/16,59.70,31.76,7695.63,359.87,0.17,10685.98
2010/3/17,60.50,31.72,7847.84,364.06,0.17,10733.67
2010/3/18,60.40,31.75,7886.34,361.64,0.18,10779.17
2010/3/19,60.00,31.73,7897.91,355.67,0.18,10741.98
2010/3/22,59.00,31.79,7835.98,364.25,0.18,10785.89
2010/3/23,59.60,31.81,7811.87,372.47,0.19,10888.83
2010/3/24,60.60,31.84,7822.71,365.37,0.20,10836.15
2010/3/25,61.50,31.83,7838.10,364.83,0.20,10841.21
2010/3/26,62.00,31.83,7876.86,362.89,0.21,10850.36
2010/3/29,62.20,31.78,7947.45,366.37,0.21,10895.86
2010/3/30,62.20,31.74,7962.22,368.90,0.22,10907.42
2010/3/31,61.50,31.77,7920.06,366.57,0.22,10856.63
2010/4/1,62.10,31.74,8013.09,366.93,0.22,10927.07
2010/4/2,62.40,31.74,8025.93,375.52,0.22,10969.99
2010/4/6,63.40,31.67,8089.65,375.52,0.22,10969.99
2010/4/7,63.50,31.55,8121.78,376.89,0.22,10897.52
2010/4/8,62.30,31.55,8057.60,371.47,0.22,10927.07
2010/4/9,62.70,31.53,8092.03,375.76,0.22,10997.35
2010/4/12,63.10,31.50,8117.75,378.97,0.23,11005.97
2010/4/13,62.90,31.53,8029.73,381.33,0.23,11019.42
2010/4/14,63.80,31.40,8097.13,397.73,0.23,11123.11
2010/4/15,64.40,31.36,8171.94,398.86,0.23,11144.57
2010/4/16,63.00,31.43,8111.57,393.75,0.24,11018.66
2010/4/19,62.60,31.49,7854.22,389.66,0.24,11092.05
2010/4/20,62.80,31.39,7900.42,395.71,0.24,11117.06
2010/4/21,62.40,31.35,7990.53,391.42,0.24,11124.92
2010/4/22,61.60,31.39,7978.69,398.94,0.24,11134.29
2010/4/23,61.70,31.34,8004.89,400.42,0.24,11204.28
2010/4/26,63.50,31.31,8158.14,400.81,0.24,11205.03
2010/4/27,63.70,31.34,8146.44,386.78,0.25,10991.99
2010/4/28,62.10,31.41,8081.55,388.63,0.24,11045.27
2010/4/29,61.60,31.30,8054.05,393.97,0.25,11167.32
2010/4/30,61.80,31.31,8004.25,376.07,0.25,11008.61
2010/5/3,61.60,31.40,7952.17,385.97,0.25,11151.83
2010/5/4,61.00,31.48,7930.77,368.48,0.25,10926.77
2010/5/5,59.80,31.58,7696.90,364.54,0.25,10868.12
2010/5/6,59.50,31.77,7579.48,352.54,0.25,10520.32
2010/5/7,59.40,31.77,7567.10,346.75,0.25,10380.43
2010/5/10,59.80,31.56,7664.73,367.48,0.25,10785.14
2010/5/11,60.10,31.62,7608.44,364.73,0.25,10748.26
2010/5/12,60.10,31.63,7602.70,375.08,0.25,10896.91
2010/5/13,61.20,31.70,7770.57,364.96,0.25,10782.95
2010/5/14,61.20,31.76,7772.13,353.86,0.25,10620.16
2010/5/17,59.20,31.80,7598.72,359.39,0.25,10625.83
2010/5/18,59.50,31.83,7585.30,348.85,0.25,10510.95
2010/5/19,59.30,32.03,7559.16,350.84,0.25,10444.37
2010/5/20,58.90,32.10,7424.43,340.60,0.25,10068.01
2010/5/21,58.80,32.15,7237.71,349.11,0.26,10193.39
2010/5/24,59.00,32.10,7322.73,342.54,0.26,10066.57
2010/5/25,58.40,32.33,7086.37,344.51,0.26,10043.75
2010/5/26,58.90,32.18,7167.35,343.78,0.26,9974.45
2010/5/27,58.70,32.03,7243.16,361.55,0.26,10258.99
2010/5/28,58.70,32.00,7295.32,355.66,0.26,10136.63
2010/5/31,60.20,31.98,7373.98,347.61,0.26,10024.02
2010/6/1,59.80,32.33,7289.33,347.61,0.26,10024.02
2010/6/2,59.80,32.18,7195.71,360.20,0.26,10249.54
2010/6/3,60.80,32.23,7360.28,364.45,0.26,10255.28
2010/6/4,61.00,32.25,7344.59,348.48,0.26,9931.97
2010/6/7,59.20,32.42,7157.83,335.84,0.26,9816.49
2010/6/8,58.50,32.38,7151.99,334.58,0.26,9939.98
2010/6/9,58.60,32.40,7071.67,332.06,0.26,9899.25
2010/6/10,59.40,32.38,7181.77,344.69,0.26,10172.53
2010/6/11,60.50,32.40,7299.49,349.53,0.26,10211.07
2010/6/14,61.10,32.20,7387.40,351.97,0.26,10190.89
2010/6/15,61.40,32.25,7454.06,371.47,0.26,10404.77
2010/6/17,62.10,32.22,7515.78,372.39,0.26,10434.17
2010/6/18,62.70,32.13,7493.11,371.21,0.26,10450.64
2010/6/21,63.30,31.74,7635.56,368.04,0.26,10442.41
2010/6/22,62.60,32.08,7612.68,361.39,0.26,10293.52
2010/6/23,62.10,32.06,7582.15,362.88,0.26,10298.44
2010/6/24,62.00,32.03,7589.89,352.22,0.27,10152.80
2010/6/25,61.40,32.05,7474.71,352.09,0.32,10143.81
2010/6/28,61.70,32.04,7500.79,354.11,0.32,10138.52
2010/6/29,61.00,32.20,7423.57,337.67,0.32,9870.30
2010/6/30,60.60,32.27,7329.37,332.30,0.32,9774.02
2010/7/1,60.00,32.19,7254.06,333.11,0.32,9732.53
2010/7/2,60.30,32.21,7330.74,331.60,0.32,9686.48
2010/7/5,61.40,32.20,7439.96,331.15,0.32,9743.62
2010/7/6,59.90,32.18,7548.48,331.15,0.32,9743.62
2010/7/7,59.50,32.16,7534.46,347.87,0.32,10018.28
2010/7/8,60.40,32.06,7608.85,347.62,0.32,10138.99
2010/7/9,60.40,32.05,7647.25,351.36,0.32,10198.03
2010/7/12,59.80,32.09,7639.55,355.33,0.32,10216.27
2010/7/13,59.60,32.13,7597.42,362.83,0.33,10363.02
2010/7/14,60.40,32.13,7714.51,361.86,0.32,10366.72
2010/7/15,60.30,32.11,7704.52,361.09,0.32,10359.31
2010/7/16,59.90,32.09,7664.57,349.16,0.33,10097.90
2010/7/19,61.10,32.11,7649.83,357.94,0.32,10154.43
2010/7/20,61.50,32.12,7712.03,358.13,0.33,10229.96
2010/7/21,61.80,32.19,7701.29,351.13,0.33,10120.53
2010/7/22,62.00,32.15,7666.34,362.66,0.33,10322.30
2010/7/23,62.80,32.10,7761.22,364.53,0.33,10424.62
2010/7/26,62.60,32.06,7787.45,369.50,0.33,10525.43
2010/7/27,62.50,31.98,7748.01,366.08,0.33,10537.69
2010/7/28,63.00,32.01,7784.81,359.47,0.33,10497.88
2010/7/29,63.00,31.95,7798.99,352.52,0.33,10467.16
2010/7/30,62.40,31.95,7760.63,348.81,0.33,10465.94
2010/8/2,62.30,31.76,7911.68,354.94,0.32,10674.38
2010/8/3,62.00,31.75,7957.53,351.25,0.32,10636.38
2010/8/4,62.00,31.83,7972.66,354.71,0.33,10680.43
2010/8/5,61.90,31.76,7936.85,352.44,0.32,10674.98
2010/8/6,60.90,31.67,7963.30,351.75,0.33,10653.56
2010/8/9,60.70,31.65,8034.49,354.05,0.33,10698.75
2010/8/10,61.00,31.75,7976.74,344.74,0.33,10644.25
2010/8/11,61.00,31.83,7895.03,330.06,0.33,10378.83
2010/8/12,60.20,31.94,7829.79,325.75,0.33,10319.95
2010/8/13,60.10,31.91,7891.58,322.74,0.33,10303.15
2010/8/16,60.30,31.89,7941.22,324.26,0.33,10302.01
2010/8/17,59.80,31.93,7931.09,328.60,0.33,10405.85
2010/8/18,59.60,31.85,7924.10,332.10,0.33,10415.54
2010/8/19,60.10,31.92,7928.94,326.42,0.33,10271.21
2010/8/20,59.90,31.92,7927.31,327.88,0.33,10213.62
2010/8/23,60.10,31.91,7975.93,323.78,0.33,10174.41
2010/8/24,59.60,31.98,7940.64,318.41,0.33,10040.45
2010/8/25,58.70,32.02,7736.98,321.50,0.33,10060.06
2010/8/26,58.80,32.01,7689.74,315.23,0.33,9985.81
2010/8/27,58.80,31.99,7722.91,321.76,0.33,10150.65
2010/8/30,59.40,32.02,7741.20,313.58,0.33,10009.73
2010/8/31,58.90,32.02,7616.28,307.49,0.33,10014.72
2010/9/1,59.10,31.99,7668.25,316.75,0.33,10269.47
2010/9/2,59.50,31.96,7720.82,323.32,0.33,10320.10
2010/9/3,59.80,31.87,7830.21,328.71,0.33,10447.93
2010/9/6,60.50,31.84,7890.95,322.31,0.33,10340.69
2010/9/7,60.20,31.97,7884.40,322.31,0.33,10340.69
2010/9/8,59.30,31.90,7851.31,320.90,0.33,10387.01
2010/9/9,59.50,31.84,7835.54,321.08,0.33,10415.24
2010/9/10,59.30,31.79,7890.11,316.57,0.33,10462.77
